_start 0x8000000
GMapRoute_StartTransition 0x80BC0BC
MapMUPrim_MakeUnitForChar 0x80BD2EC
MapMUPrim_MakeUnitForClass 0x80BD374
MapMUPrim_RemoveLinkedMapUnit 0x80BD3E8
MapMU_FillPrim 0x80BDC04
WM_DrawPath 0x80BF58C
RollForPierce 0x802B278
MU_StartStepSfx 0x807883C
SetupMapBattleAnim 0x807B900
ShouldCallBattleQuote 0x80834B0
MakeShop 0x80B4240
_malloc_trim_r 0x80D4260
SyncPalettes_AdditiveFilter 0x8001094
SyncPalettes_SubstractiveFilter 0x80010F0
MapAnimProc_DisplayExpBar 0x807AA4C
StartMapEventEngine 0x800D0B0
StartEfxNoDamage 0x8052B98
_multadd 0x80D4D9C
UpdateHBlankHandlerState 0x8001D28
BeginBattleMapAnims 0x807B854
SaveConvoyItems 0x80A31E4
IsSethLArachelMyrrhInnes 0x8084858
LoadBgConfig 0x8001B58
ActionPick 0x802FFB4
UnpackUnitStructFromSuspend 0x80A6118
_hi0bits 0x80D4EB8
_lo0bits 0x80D4F10
SetInterrupt_LCDVBlank 0x8001258
SetInterrupt_LCDVCountMatch 0x80012AC
ResetKeyStatus 0x8001420
KeyStatusSetterProc_Set 0x8001458
GetBgDepth 0x8001E8C
_EndProc 0x800306C
ProcInst12_SetBit4 0x800337C
GameControl_EnableSoundEffects 0x8009FDC
Event94_ 0x800C1E8
CallMapEventEngine 0x800D07C
CheckEventId_ 0x800D4B8
Event05_SetSlot 0x800D77C
GetUnitRescuingNameString 0x80193E8
AiScriptCmd_17_DoEscape 0x803CF3C
SioReady 0x8041D68
GenerateMonsterClass 0x8078324
MU_SetDefaultFacing 0x80786BC
MU_StepSound_OnInit 0x80787FC
MU_CritFlash_SetFadedPalette 0x80799A8
MU_SetPaletteId 0x8079B6C
MapAnimExpBar_TransitionInInit 0x807C14C
MapAnim_TargetStarExplosion 0x8081D40
GM_80B8FD4 0x80B8FD4
GmapUnit_Init 0x80BAC64
PromotionInit_SetNullState 0x80CC904
__sfmoreglue 0x80D3F7C
_cleanup_r 0x80D4020
_cleanup 0x80D4030
setlocale 0x80D45D0
__sclose 0x80D5720
_open 0x80D5AB4
__cmpdf2 0x80D6788
__make_dp 0x80D6A94
__addsf3 0x80D6DB0
__subsf3 0x80D6DDC
__cmpsf2 0x80D7144
__extendsfdf2 0x80D7420
MapAnim_BeginRoundSpecificAnims 0x808161C
_swiopen 0x80D5A14
DialogueExists 0x80089D0
IsGeneratedTargetListEmpty 0x8029068
NullifyBattleDamageIfUsingStone 0x802B3D0
ExecRestore 0x802EC20
LoadOldUIPal 0x804E078
LoadOldUIImage 0x804E0D8
MU_StartMoveScript_Auto 0x8078700
EventBA_ 0x800CA60
EventBE_ 0x800CB70
FillMovementMapCore 0x8002BF4
AddAsTarget_IfPositionCleanForSummon 0x8025C34
MU_GenerateConfigDefault 0x80791CC
MU_GenerateConfigOther 0x807920C
StartKeyStatusSetter 0x8001470
InitRamFuncs 0x8002AF8
Draw1DTileTextGlyphCore 0x8002B90
HuffmanTextDecomp 0x8002BA4
DrawGlyph1DTile 0x8004218
DialogueMain_OnEnd 0x8007C0C
Event84_WM_SETCAMONLOC 0x800BE4C
Event85_WM_SETCAMONSPRITE 0x800BE8C
Event91_WM_DRAWPATH_Silent 0x800C164
Event92_REMOVEPATH 0x800C198
EventA6_ 0x800C65C
EventB2_ 0x800C924
EventBF_ 0x800CBAC
EventC0_ 0x800CBD8
DeleteEventEngines 0x800D1C8
Event28_ChangeWeather 0x800F3EC
Event2D_ 0x800FD0C
Event3E_PrepScreenCall 0x8010968
PopupProc_InitGfx 0x801119C
LongPopup_Clear 0x80113F8
CreateNewUnitPopup 0x8011728
GetUnitStatusString 0x8019414
DebugMenu_MapEffect 0x801BB54
DEBUGONLY_Startup 0x801C090
UNUSED_StartupDebugMenu_WorldMapEffect 0x801C1DC
UNUSED_StartupDebugMenu_ChapterSelectIdle 0x801C224
PlayerPhase_RangeDisplayIdle_ForceAPress 0x801D818
MapMenuCommnd_EndEffect 0x80225F8
WarpTargetPosSelect_Init 0x80295E8
TradeMenu_802D2E0 0x802D2E0
PrepScreenProc_LockGame 0x80341D0
BKSEL_InitGfx 0x8036D9C
PushGlobalTimer 0x8038208
IsUnitEnemyAndNotInTheAiInstList 0x803C864
Menu_HelpBoxInit 0x804F474
ekrBattle_8050CCC 0x8050CCC
ekrBattleStarting_8055CF0 0x8055CF0
Loop6C_efxNaglfarBG 0x8067E1C
ekrPopup_WaitWpnBroke 0x8076178
ekrPopup_WaitWRankUp 0x80760B0
ekrPopup_WaitWRankUp2 0x8076114
ekrPopup_WaitWpnBroke2 0x80761DC
MU_StepSound_OnFirstSound 0x8078810
MU_OnEnd 0x8079090
MU_SetDisplayPosition 0x80797E4
MU_SetDisplayOffset 0x80797F4
MU_StartFlashFade 0x8079804
MU_8079858 0x8079858
MU_StartActionAnim 0x80798B0
MU_StartDelayedFaceTarget 0x80798E8
MU_EndRefaceApAnim 0x807990C
MU_CritFlash_StartFadeBack_maybe 0x80799EC
MU_SetSpecialSprite 0x8079B18
MapAnimProc_StartRoundAnimProc 0x807A8F0
MapAnimProc_MoveCameraOntoSubject 0x807A940
New6C_SummonGfx_FromActionPos 0x807AD08
MapAnim_StartBattleInfoBox 0x807BBC8
MapAnimUi_Clear 0x807BBF0
MapAnimExpBar_LoadGfx 0x807C02C
WallBreakAnim_Init 0x807CC28
StartMapAnimPoisonEffect 0x807CC78
NewMapAnimEffectAnimator 0x807D82C
StartUnitWarpRing 0x807DAA8
MapAnim_StartLevelUp 0x807F10C
StartStarRotationEffect 0x807F7F8
StartStarExplosionEffect 0x807F838
StartStarImplosionEffect 0x807F858
New6C_SummonGfx 0x8080D2C
MapAnim_MoveCameraOnWarpTarget 0x80815EC
MapAnim_WarpTargetWarpRing 0x8081BCC
MapAnim_TargetUnitFlashOut 0x8081CD4
MapAnim_MoveTargetForWarp 0x8081E04
EvCheck08_DOOR 0x80839C8
EvCheck09_ 0x8083A10
CallRouteSplitMenu 0x80864CC
MenuCommand_DrawRouteSplit 0x8086514
StatScreenBGVPosManager_Loop 0x8088920
Loop6C_8A00B20_UpdateOAMData 0x808948C
Make6C_savemenu 0x80AA4C0
NewFadeIn 0x80AE2D0
GM_OnEnd 0x80B8A18
GMapScreen_Init 0x80BA764
GmapUnitContainer_Init 0x80BB1C8
GmapCursor_Init 0x80BBA84
GMapRoute_EnableBGSyncs 0x80BC184
GMapRoute_TransitionEnd 0x80BC228
WM_PutCharSprite 0x80BF504
WM_RemoveUnit 0x80BF538
AddSomeChild6C 0x80C6738
DeleteSome6C 0x80C674C
Initialize6CIntroSequence 0x80C6A54
ChangePromotionClassDescText 0x80CCA64
Make6C_PromotionSub 0x80CCD34
PromotionDisplay_InitClassDesc 0x80CCF60
PromotionCommand_OnTextDraw 0x80CDCC4
PromotionCommand_OnChange 0x80CDD00
PromotionMenuSelect_OnInit 0x80CDD78
.gcc2_compiled._16 0x80D2F7C
Event34_MessWithUnitState 0x8010298
Event8D_ 0x800C0F0
Event8E_ 0x800C108
Event8F_ 0x800C120
EventB9_ 0x800CA38
EventBD_ 0x800CB48
EventCE_ 0x800CC5C
EventCF_ 0x800CC74
SetIRQHandler 0x8000B78
LoadRNState 0x8000C34
SaveRNState 0x8000C4C
GetOtherRN 0x8000CE8
SyncLCDControl 0x8000E9C
GetBgTileDataOffset 0x8000F8C
SetBgTileDataOffset 0x8000FDC
SetBgScreenSize 0x800104C
GetBgMapBuffer 0x8001C4C
SetPrimaryHBlankCallback 0x8001DD8
SetSecondaryHBlankCallback 0x8001DEC
SetBgDepth 0x8001E6C
SetColorEffectsParameters 0x8001EA0
SetColorEffectsFirstTarget 0x8001ED0
SetColorEffectsSecondTarget 0x8001F0C
SetColorEffectBackdropFirstTarget 0x8001F48
SetColorEffectBackdropSecondTarget 0x8001F64
SetDefaultColorEffects 0x8001F80
EnablePaletteSync 0x8001F94
DisablePaletteSync 0x8001FA0
EnableBgSyncByMask 0x8001FAC
EnableBgSyncByIndex 0x8001FBC
RegisterFillTile 0x8002054
InitOAMSplice 0x80020FC
WriteOAMRotScaleData 0x80021B0
Sound_IsSongPlaying 0x8002264
Sound_PlaySongSmooth 0x80024D4
Sound_PlaySongSmoothExt 0x80024E4
SetSoundDefaultMaxChannels 0x80028D0
CancelPlaySongDelayed 0x8002AB8
GetGenericMiniMugGfx 0x8005F6C
UnsetDialogueFlag 0x8006AC8
CheckDialogueFlag 0x8006ADC
CallBattleQuoteTextEvents 0x800D284
CallSomeOtherEvents 0x800D2D0
StartGameOverEvent 0x800D390
SlotQueuePush 0x800D528
GetSomethingInPaletteBB_5A 0x80134B4
GetSomethingInPaletteBB_8A 0x80134C4
GetItemMaxRange 0x8017684
UnitHasMagicRank 0x8018A58
GetCurrentPhase 0x8024DBC
IsNotEnemyPhaseMaybe 0x8024DD0
StoreAddedAffinityBonusesForSupportLevel 0x8028550
WriteBattleStructTerrainBonuses 0x802A6A0
BattleSetupTerrainData 0x802A6DC
IsCurrentBattleTriangleAttack 0x802CE88
AddFireTrap 0x802E314
AddTrap8 0x802E388
AddTrap9 0x802E398
AddLightRune 0x802EA58
IsDifficultMode 0x8034704
SetUnitAiFromDefinition 0x803C258
AiExecAi1 0x803C4BC
AiExecAi2 0x803C54C
AiBattleGetTurnNumberWeight 0x803E09C
SetGameLinkArenaBit 0x8042E78
ClearGameLinkArenaBit 0x8042E88
StartMenuExt2 0x804EC34
StartMenuAt 0x804EC98
StartTargetSelectionExt 0x804FAA4
GetSomeBattleAnimHpValue 0x8058A60
GetSpellAssocReturnBool 0x8078278
GetSpellAssocFlashColor 0x8078298
MU_CreateExt 0x8078428
MU_EnableAttractCamera 0x80784E4
MU_DisableAttractCamera 0x80784EC
MU_End 0x80790B4
MU_GetGfxBufferById 0x8079558
MU_GetSheetGfx 0x8079574
MU_GetAnimationByClassId 0x8079588
MU_Hide 0x80797D4
MU_Show 0x80797DC
CheckGlobalEventId 0x8083D6C
RegisterEventActivation 0x80845B8
Shop6C_GetPortraitIndex 0x80B4154
MakeShopArmory 0x80B41E0
MakeShopVendor 0x80B4200
MMS_GetGfx 0x80BAC1C
MMS_GetROMTCS2 0x80BAC30
GetMapUnitMMSGfxBuffer 0x80BAC44
MapUnitC_SetPosition 0x80BAF34
MapUnitC_SetTCSOAMIndex 0x80BB018
NewPromotionMain 0x80CC468
vfprintf 0x80D1EA4
__sinit 0x80D4040
localeconv 0x80D45E8
_i2b 0x80D4F94
.gcc2_compiled._31 0x80D55FC
.gcc2_compiled._32 0x80D5620
get_errno 0x80D5868
error 0x80D587C
_swiread 0x80D58A8
_lseek 0x80D5998
_swiwrite 0x80D59A4
_close 0x80D5AFC
.gcc2_compiled._41 0x80D5CDC
__adddf3 0x80D61F0
__subdf3 0x80D6220
__make_fp 0x80D7408
GetChapterAllyUnitDefinitions 0x8083348
Event80_ 0x800BDCC
EventA0_REMSPRITE 0x800C58C
EventA1_ 0x800C59C
EventA2_ 0x800C5AC
DebugMenu_MapIdle 0x801BB40
PlayerPhase_ReloadGameGfx 0x801D6FC
ListSummonTargets 0x8025CA4
PrepScreenProc_HideEverythingAndUnlockGame 0x8034200
MapEventEngineExists_ 0x80372D4
PopGlobalTimer 0x803821C
CpPerform_PickWait 0x803A390
MapAnim_AnimateSubjectIdle 0x8081278
MapAnim_SubjectResetAnim 0x808129C
MapAnim_BeginSubjectFastAnim 0x80813F8
MapAnimProc_PoisonEffectOnDefender 0x8081930
MapAnim_TargetUnitFlashIn 0x8081CF8
MapAnim_TargetHide 0x8081D1C
MapAnim_TargetShow 0x8081DE0
TriggerDisableMapIcons 0x8085970
UnTriggerDisableMapIcons 0x808597C
DoNothing 0x80B9F08
EventAF_ 0x800C8B0
EventB0_ 0x800C8D4
BBExists 0x80342FC
AddUnitToTargetListIfNotAllied 0x802517C
IsBottomHelpTextActive 0x8035758
PrepScreenTraineePromotionManagerExists 0x8096698
ekrBattleStarting_8055FE8 0x8055FE8
_ProcSleepCallback 0x8003290
MapAnimExpBar_FillInit 0x807C0DC
RunBattleForecastTutorialEvent 0x808457C
FadeOutExists 0x80AE2B8
FadeInExists 0x80AE2A0
GetFacingDirection 0x807B9B8
FillBgMap 0x8001220
RegisterBlankTile 0x8001240
SyncHiOAM 0x8002138
Sound_SetVolume_8002274 0x8002274
Sound_SetSongVolume 0x80022EC
Sound_PlaySong 0x8002448
SetSoundMaxChannels 0x80028E8
PushToHiOAM 0x8002BB8
PushToLoOAM 0x8002BCC
LoadGenericMiniMugPalette 0x8005F9C
APProc_DeleteAll 0x80097C0
StartBattleEventEngine 0x800D140
Event22_CLEAN 0x800F0C8
DeleteAllPaletteAnimator 0x8014480
GetWTypeString 0x8016E20
MakeTargetListForFuckingNightmare 0x8025F44
PrepareTargetSelectionForHeal 0x8029B8C
BattleLoadHit 0x802ABAC
RemoveLightRune 0x802EA90
MapMain_ResumeFromPhaseIdle 0x8031300
MapMain_ResumeFromAction 0x803133C
MapMain_ResumeFromBerserkPhase 0x80313BC
MapMain_ResumeFromArena 0x80313F8
MapMain_ResumeFromPhaseSwitch 0x8031474
ActionSummon 0x8032554
ActionSummonDK 0x8032580
LoadChapterBallistae 0x8037910
CpPerform_PerformSteal 0x803A134
CpPerform_PerformSomeOtherCombat 0x803A308
CpPerform_PerformDkSummon 0x803A358
LoadOldUIGfx 0x804EB54
SpellFx_SetSomeColorEffect 0x80551B0
SpellFx_ClearColorEffects 0x805526C
RegisterAISSheetGraphics 0x805993C
loadHazymoonBG2 0x80604B0
StartSpellBG_IvaldiBG1 0x80659AC
StartSpellBG_IvaldiBG2 0x8065A80
StartSpellBG_IvaldiBG3 0x8065B54
StartSpellBG_IvaldiBG4 0x8065C38
PrepareSomeIvaldiParticleGraphics 0x8065D84
StartSpellOBJ_IvaldiFall 0x8065DA4
StartSpellOBJ_IvaldiSideWash 0x8065F10
StartEfxPierceCriticalEffect 0x806C9E8
normalEffect 0x806CB1C
MU_PlayStepSfx 0x8078888
MU_StartFogBumpFx 0x8078A14
MU_EndAll 0x80790A4
MU_EndInternal 0x80790C0
MU_80790CC 0x80790CC
MU_AllDisable 0x80790E0
MU_AllEnable 0x80790EC
MU_StartFastMoveAnim 0x8079944
MU_StartCritFlash 0x8079970
MU_StartHitFlash 0x8079A74
StartSomeMapAnim_807B68C 0x807B68C
BeginMapAnimForSteal 0x807B6E4
BeginMapAnimForSummon 0x807B740
BeginMapAnimForSummonDK 0x807B798
SetupMapAnimSpellData 0x807B8D4
MapAnim_EndBattleInfoBox 0x807BBB8
MapAnim_BeginMISSAnim 0x807CB24
MapAnim_BeginNODAMAGEAnim 0x807CB80
MapAnim_BeginWallBreakAnim 0x807CBDC
LoadSparkGfx 0x807F6C0
CheckWin 0x80832D8
GetCurrentChapterBallistaePtr 0x8083308
GetChapterSkirmishLeaderClasses 0x8083400
ClearActiveEventRegistry 0x80845A4
EndPlayerPhaseSideWindows 0x808D150
RestartScreenMenuScrollingBg 0x8095A1C
EndScreenMenuScrollingBg 0x8095A38
LoadPermanentEidsIn 0x80A31C0
LoadSavedWMStuff 0x80A5274
LoadSavedEid8A 0x80A5290
SaveRNGState_Maybe 0x80A59E0
SaveWMStuff 0x80A70B0
InitGraphicSystemsForWorldMap 0x80B8D5C
StartGMapScreen 0x80BABF0
MapUnitC_SetTCSAnim 0x80BAF84
NewGmapUnitContainer 0x80BB1E8
NewGmapCursor 0x80BBBC4
StartGMapRoute 0x80BC3A4
MapMU_SetUnitTCSOAMIndex 0x80BE0E8
MapMU_SetUnitClass 0x80BE534
MapMU_SetUnitChar 0x80BE550
WM_PutClassSprite 0x80BF4D0
StorePaletteToBufferMaybe 0x80C6760
NewPromotionMain_raw 0x80CC498
NewPromotion 0x80CCA14
SetOtherRNState 0x8000CDC
GetKeyStatusIgnore 0x800144C
_unlink 0x80D5B94
SetLCDVCountSetting 0x800131C
SetProcOnCycle 0x8003450
nullsub_RestartGameAndGoto7 0x8009FD4
SetEventSlotC 0x800D1F8
SetPopupUnit 0x8011450
MU_AdvanceStepSfx 0x8078D6C
GetGameClock 0x8000D28
SetGameClock 0x8000D34
SetMainCallback 0x8001328
SetKeyStatusIgnore 0x8001440
GetLoOAMSize 0x800224C
Sound_GetCurrentSong 0x8002258
GetZero 0x8008F18
nullsub_15 0x8009038
nullsub_9 0x8009FD8
SetEventCounter 0x800D588
GetEventCounter 0x800D594
nullsub_16 0x804C3A0
nullsub_14 0x804C3A4
nullsub_13 0x804C3A8
MU_8078894 0x8078894
nullsub_20 0x80859E8
SomeLeftoverFunctionThatReturns0 0x809545C
GetCurerentGameMode 0x80A4C08
ArcTan2 0x80D166C
DivArm 0x80D1680
BXR8 0x80D18E0
_localeconv_r 0x80D45C8
nullsub_3 0x80D4D24
nullsub_4 0x80D4D28
.gcc2_compiled._39 0x80D5CA4
isatty 0x80D5CFC
_BreakProcLoop 0x8003088
Text_Get1DVRAMTarget 0x80041E8
Text_Get2DVRAMTarget 0x80046E0
_APProc_OnDelete 0x800978C
Event8A_ 0x800C0B8
Event8B_ 0x800C0C8
Event93_ 0x800C1CC
Event9B_ 0x800C4C8
EventC1_SKIPWM 0x800CBF0
EventC2_ 0x800CC04
GetUnitStaffRangeMask 0x80172F8
MU_State_StartMovement 0x8078C30
MU_807988C 0x807988C
MU_EndSelectionApAnim 0x80798E0
MU_EndFasterApAnim 0x8079968
MU_CritFlash_SetRegularPalette 0x80799C8
MU_CritFlash_RestorePalette 0x8079A50
MU_HitFlash_RestorePalette 0x8079AD4
EnableAllGfx 0x80AD5D8
WorldMap_HideEverything 0x80B9A10
_exit 0x80D5B08
_kill 0x80D5B28
CanUsePromotionItem 0x80291A8
PromotionCommand_OnSelect 0x80CDB34
Event9E_PUTSPRITE 0x800C55C
Event9F_ 0x800C574
_MarkSomethingInMenu 0x800CE40
MapMain_Suspend 0x80154F4
PlayerPhase_Suspend 0x801C894
HideMoveRangeGraphicsWrapper 0x8022C98
MakeTargetListForAdjacentHeal 0x8025E7C
MakeTargetListForRestore 0x8025FE8
MakeTargetListForSilence 0x80261E4
MakeTargetListForSleep 0x802620C
MakeTargetListForMine 0x80264F0
MakeTargetListForLightRune 0x8026580
GameControl_8009A60_Null 0x8009A60
spellTeyari2 0x805C6D0
spellTeyari4 0x805C788
StartSpellAnimJavelin 0x805C3F0
spellTeyari6 0x805C44C
spellTeyari7 0x805C4A8
spellTeyari8 0x805C504
spellTeyari11 0x805C618
StartSpellAnimSong 0x805C934
StartSpellAnimIceBreath 0x805D388
StartSpellAnimThunder 0x805D7D8
StartSpellAnimFimbulvetr 0x805E0E4
spellLightning 0x805E754
spellForblaze 0x805EB98
spellDevine 0x805EED8
StartSpellAnimNosferatu 0x805F354
StartSpellAnimRecover 0x80612BC
spellFortify 0x8061C18
spellGreenFortify 0x8061C48
StartSpellAnimDivine 0x805FE84
spellFenrir 0x806028C
StartSpellAnimFenrir 0x80608A4
StartSpellAnimShine 0x8063480
spellHammarne 0x80620EC
StartSpellAnimSilence 0x80623E0
StartSpellAnimStone 0x80674D4
DeleteEach6C_efxStatusUnit 0x8054B54
New6C_SIOMAIN2 0x8045C14
MapAnim_BeginPoisonAnim 0x807CCC0
MapAnim_MoveCameraOnSubject 0x8081594
MapAnim_MoveCameraOnTarget 0x80815C0
Command_EirikaMode 0x8086564
Command_EphraimMode 0x8086580
NewFadeOut 0x80AE2F4
SuspendCommand 0x80B5D5C
StartClaimBonusItemMenu 0x80B1688
loadFireRing 0x80B7598
GMapScreen_OnEnd 0x80BA758
GameControl_8030FE4 0x8030FE4
CpPerform_PerformAction 0x803A4E4
BKSEL_SetupHitAndSuchStats 0x80366A0
SMS_DisplayOne 0x8027F28
PlayerPhase_PreAction 0x801D084
UpdateKeyStatus_Private 0x800134C
MapMU_SetUnit 0x80BDC3C
GetSomeEventEngineMoveRelatedBitfield 0x800FCD8
GenerateCurrentRoundData 0x802B3EC
Event0F_CounterOperation 0x800DBE0
Event0E_STAL 0x800DB38
CheckForPostActionEvents 0x8084330
MapMain_ChapterSwitch 0x80155C4
Event07_QueueOperation 0x800D918
Event1E_ 0x800E6B4
DrawUnitItemScreen 0x8087484
GetUnitStructFromEventParameter 0x800BC50
Event21_TextBGStuff 0x800E8CC
GetPreferredPositionForUNIT 0x807A054
Event13_ 0x800DDB0
Event01_End 0x800D5A4
RunMoveEventsMaybe 0x80844B0
RunPostMoveEvents 0x8084508
UntriggerMapChange 0x800BB48
Event2C_LoadUnits 0x800FB84
UNIT_Filter 0x800F914
RunSelectEvents 0x808445C
StartBlockingBMXFADE 0x801DDF0
TriggerMapChanges 0x800BAF8
Event3F_ 0x8010A58
Event27_MapChange 0x800F2D4
Event3A_ 0x80106E4
Event3B_ 0x801079C
SaveNewGame 0x80A4E70
Event2B_ 0x800FB18
EventAC_ 0x800C814
UnitKakudai1 0x8056974
EventA9_ 0x800C754
SwapUnitStats 0x80287D4
BattleLoadAttack 0x802AABC
EventA3_ 0x800C5BC
EventA4_ 0x800C5F8
Event39_CHAI 0x8010644
Event12_ 0x800DD74
MU_ComputeDisplayPosition 0x807924C
Event35_UnitClassChanging 0x80104B0
RunLocationEvents 0x80840C4
Event33_CheckUnitVarious 0x8010110
Loop6C_efxIvaldiBG2 0x8065AEC
Event3C_ 0x8010850
EventAA_ 0x800C7B4
EventAB_ 0x800C7E4
AutolevelRealistic 0x8018160
GetWMCenteredCameraPosition 0x80C0858
GmapUnit_Loop 0x80BAC78
EventB4_ 0x800C950
Event42_ 0x8010C70
Event41_ 0x8010BEC
GmapScreen2_Loop 0x80BB798
CurrentRound_ComputeWeaponEffects 0x802B600
UNIT_Load_800F704 0x800F704
Event1B_TEXTSHOW 0x800E3C8
PromotionDisplay_MainLoop 0x80CD014
UNITs_LoadInstant_800F698 0x800F698
Event88_ 0x800BFD8
Event25_LOMA 0x800F17C
Event87_ 0x800BF38
EventBC_ 0x800CADC
Event86_WM_MOVECAM 0x800BED4
MU_InterpretCommandScript 0x8078898
Event26_CameraControlMaybe 0x800F20C
EventB6_ 0x800C9A0
EvCheck0B_AREA 0x8083AA4
GetEventTriggerId 0x80845E4
Loop6C_efxIvaldiBG1 0x8065A10
GetAdjustedPositionForNewUnit 0x807A4E8
Event32_SpawnSingleUnit 0x800FFF8
Event29_SetFogVision 0x800F3FC
Init6CPI 0x808D288
SlotQueuePop 0x800D544
Event2A_MoveToChapter 0x800F42C
Event18_ 0x800DFBC
Event02_EvBitAndIdMod 0x800D670
EventA8_ 0x800C6C0
GenerateMonsterLevel 0x80782EC
MuCtr_InitFromReda 0x8079E78
Event2F_MoveUnit 0x800FD8C
Event03_CheckEvBitOrId 0x800D6E4
MakeGorgonEggHatchTargetList 0x8025A64
Event0A_Call 0x800D9B8
Event14_ 0x800DE14
MU_SortObjLayers 0x8079BE0
Sound_SetupMaxChannelsForSong 0x80028FC
RecomputeUnitStatsForLevelPenalty 0x8018064
EventBB_ 0x800CA9C
LoadUnit 0x8017AC4
MapAnimProc_DisplayDeathQuote 0x807A984
MakeUIWindowTileMap_BG0BG1 0x804E368
MapAnimLevelUp_GetActorStatBase 0x807ED30
transformateBattleAnimation 0x80589E0
StealItemMenuCommand_Draw 0x8024348
MapAnimLevelUpProc_StartMusicThingy 0x807F478
DrawMiniMug 0x8005988
StartEfxFlashUnit 0x80547DC
StartSpellAnimation 0x805B3CC
GameVBlankProc_Loop 0x8030144
SoundBiasReset 0x80D16C8
SoundBiasSet 0x80D16D0
BXR11 0x80D18EC
BXR12 0x80D18F0
SwitchGameplayPhase 0x801538C
DebugMenu_WeatherIdle 0x801BE28
SetupWeatherGraphics_Maybe 0x8030B34
UpdateWeatherGraphics 0x8030BA4
StartSpellAnimFire 0x805DAD4
StartSpellAnimElfire 0x805DB18
ItemEffect_Call 0x8028E60
GetUnitSMSIndex 0x8017904
ApplyStatBoosterAndGetMessageId 0x802F808
GetItemRangeString 0x8016CC0
SomethingFilterBattleAnimId 0x8058960
GetWeaponRangeMask 0x80170D4
MapMU_80BE108 0x80BE108
Event83_WM_SETCAM 0x800BE38
Event0D_AsmCall 0x800DB00
CanUnitUseItem 0x8028870
ActionStaffDoorChestUseItem 0x802FC48
ApplyUnitAction 0x803200C
AddGorgonEggTrap 0x8037928
MuCtr_CreateWithReda 0x8079DDC
MoveUnit_ 0x807A014
MMB_DrawStatusText 0x808C388
GetSpellAnimId 0x8057FF8
DrawUnitStatScreen 0x8087184
